31,2024,1,13655.634530593636
32,2024,1,12466.781613159059
33,2024,1,15553.451980206395
44,2024,1,6408.946957572916
46,2024,1,8028.724263827076
31,2024,2,8706.284007168888
32,2024,2,4099.24401879985
33,2024,2,11377.643357649034
44,2024,2,5268.981863666955
46,2024,2,5855.038074861484
31,2024,3,12279.01156407873
32,2024,3,19991.834560257084
33,2024,3,10307.296673833862
44,2024,3,17699.22768246789
46,2024,3,9033.348279850288
31,2024,4,14359.278212086067
32,2024,4,12681.456777581847
33,2024,4,15467.23597951802
44,2024,4,4399.00056834448
46,2024,4,8328.140925819498
31,2024,5,15102.408248804997
32,2024,5,8000.9716923064225
33,2024,5,15177.986781913358
44,2024,5,19810.93864359991
46,2024,5,9071.691438755162
31,2024,6,11296.979724762812
32,2024,6,3758.700309892257
33,2024,6,12810.371752632973
44,2024,6,12806.438291105078
46,2024,6,14425.418919172136
31,2024,7,14284.554102016209
32,2024,7,18598.047669502506
33,2024,7,18937.469357538263
44,2024,7,12382.333645598812
46,2024,7,10002.546649287237
31,2024,8,7763.8327732396665
32,2024,8,16352.42255541099
33,2024,8,18654.548671820306
44,2024,8,13800.928843771018
46,2024,8,9408.121427960974
31,2024,9,17556.057768213992
32,2024,9,16819.807855762196
33,2024,9,17788.374178193884
44,2024,9,15166.065686114536
46,2024,9,10102.230586739635
31,2024,10,9151.429306372376
32,2024,10,16884.578249796592
33,2024,10,3904.429969036414
44,2024,10,12612.099565736547
46,2024,10,15301.90825237683
31,2024,11,8045.9249804146675
32,2024,11,4602.3981132219515
33,2024,11,13177.83746692824
44,2024,11,4537.479599136087
46,2024,11,16831.438926002324
31,2024,12,17664.08450657142
32,2024,12,5982.434681911875
33,2024,12,18117.88597468535
44,2024,12,15216.52677583034
46,2024,12,14677.324541362157
31,2025,1,3695.0042594273195
32,2025,1,13961.072498500025
33,2025,1,13439.42081736228
44,2025,1,10236.10375140822
46,2025,1,4168.928242011312
31,2025,2,4641.234683074995
32,2025,2,6284.882626854168
33,2025,2,8132.13945820102
44,2025,2,6496.067309624871
46,2025,2,7348.156084383246

